Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID322800,322800,0,10.636,267.083,125.251,0,4883,4883,5,1,-10921639,34.701,4,1,255,3366,74.531,2.533,0.915,0.445
ID322801,322801,2,19.714,340.982,248.136,0,4883,4883,5,1,-10921639,91.165,45,11,255,8843,90.737,4.985,0.823,0.907
ID322802,322802,1,21.119,229.373,311.747,0,4883,4883,5,1,-10921639,98.258,39,8,255,9531,100.102,5.168,0.884,0.921
ID322797,322797,0,10.654,267.090,125.255,0,4884,4884,5,1,-10921639,34.742,4,1,255,3370,74.596,2.531,0.915,0.445
ID322798,322798,2,19.638,341.295,247.974,0,4884,4884,5,1,-10921639,91.000,42,11,255,8827,90.684,4.991,0.827,0.909
ID322799,322799,1,21.826,232.016,315.063,0,4884,4884,5,1,-10921639,102.454,40,12,255,9938,101.364,5.076,0.890,0.952
ID322808,322808,1,21.357,234.820,318.492,0,4885,4885,5,1,-10921639,101.577,44,9,255,9853,101.102,5.176,0.888,0.945
ID322806,322806,0,10.669,267.092,125.256,0,4885,4885,5,1,-10921639,34.784,3,1,255,3374,74.472,2.525,0.919,0.447
ID322807,322807,2,19.581,341.537,247.868,0,4885,4885,5,1,-10921639,91.742,44,12,255,8899,91.176,5.010,0.824,0.909
ID322804,322804,2,19.553,341.597,247.859,0,4886,4886,5,1,-10921639,91.361,44,12,255,8862,90.959,5.001,0.822,0.906
ID322805,322805,1,21.613,237.805,322.209,0,4886,4886,5,1,-10921639,102.969,45,11,255,9988,101.368,5.128,0.887,0.955
ID322803,322803,0,10.686,267.099,125.258,0,4886,4886,5,1,-10921639,34.907,4,1,255,3386,74.685,2.533,0.914,0.447
ID322809,322809,0,10.669,267.104,125.256,0,4887,4887,5,1,-10921639,34.928,4,2,255,3388,74.731,2.533,0.907,0.444
ID322810,322810,2,19.542,341.438,247.931,0,4887,4887,5,1,-10921639,91.402,45,12,255,8866,90.782,5.007,0.823,0.909
ID322811,322811,1,21.975,240.939,326.108,0,4887,4887,5,1,-10921639,105.825,46,11,255,10265,103.085,5.111,0.886,0.964
ID322812,322812,0,10.700,267.104,125.261,0,4888,4888,5,1,-10921639,35.000,4,1,255,3395,74.718,2.533,0.916,0.448
ID322813,322813,2,19.780,341.110,248.093,0,4888,4888,5,1,-10921639,91.361,42,11,255,8862,91.120,4.988,0.826,0.907
ID322814,322814,1,22.048,244.139,330.036,0,4888,4888,5,1,-10921639,108.381,52,11,255,10513,101.910,5.103,0.886,0.999
ID322816,322816,2,19.401,340.691,248.383,0,4889,4889,5,1,-10921639,91.196,43,9,255,8846,89.883,5.023,0.822,0.915
ID322817,322817,1,21.656,247.596,334.161,0,4889,4889,5,1,-10921639,109.340,48,10,255,10606,101.457,5.162,0.863,0.999
ID322815,322815,0,10.655,267.112,125.258,0,4889,4889,5,1,-10921639,34.918,4,1,255,3387,74.616,2.533,0.909,0.446
ID322820,322820,1,21.541,251.265,338.480,0,4890,4890,5,1,-10921639,110.701,57,9,255,10738,102.301,5.084,0.849,0.994
ID322818,322818,0,10.693,267.121,125.261,0,4890,4890,5,1,-10921639,34.918,4,1,255,3387,74.786,2.533,0.919,0.447
ID322819,322819,2,19.767,339.997,248.842,0,4890,4890,5,1,-10921639,91.835,44,10,255,8908,90.487,4.994,0.827,0.919
ID322821,322821,0,10.720,267.125,125.267,0,4891,4891,5,1,-10921639,35.031,4,1,255,3398,74.926,2.533,0.915,0.447
ID322822,322822,2,19.704,339.120,249.274,0,4891,4891,5,1,-10921639,92.062,43,11,255,8930,90.189,5.018,0.824,0.922
ID322823,322823,1,21.754,255.226,342.811,0,4891,4891,5,1,-10921639,110.897,49,9,255,10757,104.473,5.125,0.858,0.981
ID322824,322824,0,10.735,267.132,125.275,0,4892,4892,5,1,-10921639,35.165,4,1,255,3411,75.013,2.533,0.914,0.448
ID322825,322825,2,20.063,338.031,249.968,0,4892,4892,5,1,-10921639,93.619,45,11,255,9081,91.497,5.009,0.824,0.924
ID322826,322826,1,21.694,259.289,347.213,0,4892,4892,5,1,-10921639,110.876,53,13,255,10755,101.436,5.077,0.877,1.021
ID322828,322828,2,19.993,336.691,250.732,0,4893,4893,5,1,-10921639,94.464,47,12,255,9163,91.549,5.083,0.826,0.934
ID322829,322829,1,21.704,263.690,351.708,0,4893,4893,5,1,-10921639,113.402,60,10,255,11000,102.924,5.088,0.883,1.033
ID322827,322827,0,10.790,267.149,125.289,0,4893,4893,5,1,-10921639,35.371,4,1,255,3431,75.263,2.533,0.916,0.449
ID322832,322832,1,21.685,268.365,356.066,0,4894,4894,5,1,-10921639,113.392,58,8,255,10999,104.466,8.691,0.878,1.015
ID322830,322830,0,10.785,267.144,125.290,0,4894,4894,5,1,-10921639,35.361,3,1,255,3430,75.265,2.532,0.914,0.449
ID322831,322831,2,20.119,335.150,251.600,0,4894,4894,5,1,-10921639,95.155,46,9,255,9230,92.235,5.050,0.828,0.935
ID322833,322833,0,10.762,267.161,125.305,0,4895,4895,5,1,-10921639,35.289,4,1,255,3423,75.059,2.518,0.917,0.450
ID322834,322834,2,20.547,333.333,252.578,0,4895,4895,5,1,-10921639,97.794,49,10,255,9486,94.657,5.056,0.839,0.943
ID322835,322835,1,21.726,273.182,360.409,0,4895,4895,5,1,-10921639,114.588,59,11,255,11115,103.190,5.109,0.882,1.041
ID322836,322836,0,10.784,267.163,125.316,0,4896,4896,5,1,-10921639,35.402,4,1,255,3434,75.101,2.510,0.919,0.451
ID322837,322837,2,20.870,331.256,253.666,0,4896,4896,5,1,-10921639,98.918,49,10,255,9595,94.958,5.065,0.847,0.955
ID322838,322838,1,21.553,278.472,364.640,0,4896,4896,5,1,-10921639,114.804,61,8,255,11136,103.871,8.721,0.883,1.037
ID322844,322844,1,21.372,284.020,368.606,0,4897,4897,5,1,-10921639,114.649,53,9,255,11121,104.225,8.802,0.885,1.033
ID322842,322842,0,10.766,267.174,125.325,0,4897,4897,5,1,-10921639,35.371,4,1,255,3431,74.993,2.000,0.917,0.451
ID322843,322843,2,21.215,328.832,254.840,0,4897,4897,5,1,-10921639,100.330,46,11,255,9732,95.998,5.125,0.853,0.962
ID322840,322840,2,21.406,326.125,256.037,0,4898,4898,5,1,-10921639,101.814,50,14,255,9876,96.883,5.134,0.853,0.968
ID322841,322841,1,21.549,289.962,372.323,0,4898,4898,5,1,-10921639,114.464,56,8,255,11103,105.287,8.777,0.893,1.025
ID322839,322839,0,10.715,267.177,125.347,0,4898,4898,5,1,-10921639,35.165,4,1,255,3411,74.757,2.000,0.918,0.450
ID322845,322845,0,10.722,267.194,125.372,0,4899,4899,5,1,-10921639,35.361,4,1,255,3430,74.594,2.000,0.913,0.452
ID322846,322846,2,21.481,323.089,257.322,0,4899,4899,5,1,-10921639,104.124,55,12,255,10100,97.365,5.195,0.853,0.984
ID322847,322847,1,21.566,296.085,375.543,0,4899,4899,5,1,-10921639,115.804,57,7,255,11233,107.450,8.767,0.893,1.017
ID322848,322848,0,10.697,267.215,125.406,0,4900,4900,5,1,-10921639,35.320,3,1,255,3426,74.546,2.000,0.911,0.452
ID322849,322849,2,21.545,319.677,258.816,0,4900,4900,5,1,-10921639,105.495,51,14,255,10233,97.311,5.157,0.851,0.997
ID322850,322850,1,21.287,302.549,378.248,0,4900,4900,5,1,-10921639,114.588,54,9,255,11115,104.642,8.724,0.878,1.024
ID322852,322852,2,21.735,315.932,260.196,0,4901,4901,5,1,-10921639,107.052,54,13,255,10384,98.021,5.150,0.849,1.003
ID322853,322853,1,21.386,309.235,380.226,0,4901,4901,5,1,-10921639,113.454,58,9,255,11005,105.191,5.161,0.877,1.008
ID322851,322851,0,10.682,267.229,125.460,0,4901,4901,5,1,-10921639,35.598,4,1,255,3453,74.284,2.000,0.906,0.456
ID322856,322856,1,21.194,316.264,381.429,0,4902,4902,5,1,-10921639,113.485,59,8,255,11008,106.424,8.759,0.878,0.997
ID322854,322854,0,10.661,267.235,125.514,0,4902,4902,5,1,-10921639,35.515,4,1,255,3445,74.332,2.000,0.910,0.455
ID322855,322855,2,21.847,311.782,261.699,0,4902,4902,5,1,-10921639,109.608,55,12,255,10632,99.264,5.213,0.854,1.017
ID322857,322857,0,10.662,267.247,125.556,0,4903,4903,5,1,-10921639,35.536,4,1,255,3447,74.294,2.000,0.910,0.456
ID322858,322858,2,22.007,307.436,263.027,0,4903,4903,5,1,-10921639,111.206,59,15,255,10787,100.680,5.151,0.852,1.016
ID322859,322859,1,21.134,323.197,381.508,0,4903,4903,5,1,-10921639,112.330,59,7,255,10896,106.327,5.165,0.877,0.987
ID322860,322860,0,10.680,267.234,125.582,0,4904,4904,5,1,-10921639,35.433,4,0,255,3437,74.188,2.000,0.912,0.456
ID322861,322861,2,22.007,302.776,264.267,0,4904,4904,5,1,-10921639,111.887,58,13,255,10853,99.724,5.170,0.855,1.034
ID322862,322862,1,20.978,330.076,380.560,0,4904,4904,5,1,-10921639,110.742,55,6,255,10742,104.390,8.720,0.877,0.991
ID322864,322864,2,21.604,298.023,265.415,0,4905,4905,5,1,-10921639,110.196,51,12,255,10689,97.720,5.232,0.854,1.039
ID322865,322865,1,20.985,336.559,378.496,0,4905,4905,5,1,-10921639,112.505,46,9,255,10913,104.067,5.163,0.870,1.006
ID322863,322863,0,10.602,267.186,125.589,0,4905,4905,5,1,-10921639,35.165,4,1,255,3411,73.692,2.000,0.909,0.454
ID322868,322868,1,21.247,342.659,375.297,0,4906,4906,5,1,-10921639,112.237,59,10,255,10887,104.428,5.136,0.873,1.002
ID322866,322866,0,10.592,267.152,125.596,0,4906,4906,5,1,-10921639,34.907,3,0,255,3386,73.544,2.000,0.913,0.453
ID322867,322867,2,21.545,293.289,266.370,0,4906,4906,5,1,-10921639,110.062,53,14,255,10676,98.021,5.237,0.851,1.033
ID322872,322872,0,10.565,267.108,125.591,0,4907,4907,5,1,-10921639,35.021,4,1,255,3397,73.406,2.000,0.910,0.455
ID322873,322873,2,22.262,288.640,267.117,0,4907,4907,5,1,-10921639,112.227,62,14,255,10886,101.460,5.131,0.853,1.018
ID322874,322874,1,21.502,348.195,371.176,0,4907,4907,5,1,-10921639,111.887,62,11,255,10853,103.424,8.680,0.883,1.015
ID322869,322869,0,10.594,267.058,125.558,0,4908,4908,5,1,-10921639,35.216,4,1,255,3416,73.730,2.000,0.905,0.454
ID322870,322870,2,21.890,284.159,267.708,0,4908,4908,5,1,-10921639,110.031,57,11,255,10673,98.883,5.190,0.853,1.024
ID322871,322871,1,21.526,352.863,366.486,0,4908,4908,5,1,-10921639,112.856,55,11,255,10947,105.208,5.073,0.887,1.008
ID322876,322876,2,22.219,279.915,268.093,0,4909,4909,5,1,-10921639,109.598,57,14,255,10631,98.860,5.150,0.854,1.021
ID322877,322877,1,21.746,356.986,361.079,0,4909,4909,5,1,-10921639,113.649,55,11,255,11024,104.480,8.762,0.893,1.026
ID322875,322875,0,10.627,267.003,125.509,0,4909,4909,5,1,-10921639,35.423,4,1,255,3436,74.439,2.000,0.904,0.452
ID322880,322880,1,21.374,360.403,355.414,0,4910,4910,5,1,-10921639,111.351,55,9,255,10801,104.274,8.651,0.891,1.006
ID322878,322878,0,10.617,266.970,125.444,0,4910,4910,5,1,-10921639,35.237,4,1,255,3418,74.035,2.000,0.907,0.453
ID322879,322879,2,21.637,275.888,268.370,0,4910,4910,5,1,-10921639,107.629,54,12,255,10440,96.152,5.196,0.851,1.029
ID322881,322881,0,10.600,266.973,125.387,0,4911,4911,5,1,-10921639,35.021,4,1,255,3397,73.484,2.000,0.909,0.454
ID322882,322882,2,21.505,272.133,268.553,0,4911,4911,5,1,-10921639,107.165,58,11,255,10395,94.627,5.222,0.851,1.041
ID322883,322883,1,21.552,363.211,349.465,0,4911,4911,5,1,-10921639,110.485,55,10,255,10717,102.958,5.190,0.890,1.011
ID322884,322884,0,10.551,266.940,125.336,0,4912,4912,5,1,-10921639,35.052,4,1,255,3400,72.933,2.000,0.899,0.455
ID322885,322885,2,21.559,268.601,268.593,0,4912,4912,5,1,-10921639,107.979,59,13,255,10474,95.585,5.185,0.850,1.038
ID322886,322886,1,21.321,365.470,343.388,0,4912,4912,5,1,-10921639,110.000,51,9,255,10670,102.070,5.315,0.887,1.013
ID322888,322888,2,21.354,265.257,268.523,0,4913,4913,5,1,-10921639,106.289,60,11,255,10310,95.184,5.231,0.848,1.025
ID322889,322889,1,21.704,367.219,337.323,0,4913,4913,5,1,-10921639,109.897,53,11,255,10660,102.611,5.186,0.889,1.008
ID322887,322887,0,10.537,266.905,125.319,0,4913,4913,5,1,-10921639,34.742,4,1,255,3370,73.022,2.000,0.905,0.452
ID322892,322892,1,21.351,368.531,331.310,0,4914,4914,5,1,-10921639,108.124,50,10,255,10488,102.099,5.177,0.888,0.996
ID322890,322890,0,10.551,266.922,125.298,0,4914,4914,5,1,-10921639,34.845,4,1,255,3380,73.001,2.000,0.901,0.452
ID322891,322891,2,21.483,262.121,268.377,0,4914,4914,5,1,-10921639,105.175,55,11,255,10202,95.671,5.187,0.849,1.010
ID322893,322893,0,10.507,266.921,125.289,0,4915,4915,5,1,-10921639,34.619,4,1,255,3358,72.905,2.000,0.901,0.450
ID322894,322894,2,21.606,259.170,268.176,0,4915,4915,5,1,-10921639,104.485,58,13,255,10135,96.032,5.136,0.846,0.997
ID322895,322895,1,21.286,369.451,325.399,0,4915,4915,5,1,-10921639,107.155,51,10,255,10394,102.071,5.216,0.886,0.987
ID322896,322896,0,10.550,266.908,125.286,0,4916,4916,5,1,-10921639,34.773,4,1,255,3373,72.898,2.000,0.906,0.453
ID322897,322897,2,21.415,256.391,268.004,0,4916,4916,5,1,-10921639,103.175,55,14,255,10008,96.606,5.102,0.842,0.976
ID322898,322898,1,21.939,369.928,319.587,0,4916,4916,5,1,-10921639,107.660,51,11,255,10443,102.567,5.159,0.891,0.989
ID322900,322900,2,21.051,253.730,267.800,0,4917,4917,5,1,-10921639,101.340,50,14,255,9830,93.997,5.087,0.837,0.982
ID322901,322901,1,21.802,370.214,313.992,0,4917,4917,5,1,-10921639,106.062,46,11,255,10288,101.332,5.193,0.888,0.985
ID322899,322899,0,10.549,266.915,125.291,0,4917,4917,5,1,-10921639,34.825,4,1,255,3378,73.034,2.000,0.899,0.451
ID322904,322904,1,21.831,370.159,308.578,0,4918,4918,5,1,-10921639,106.041,50,10,255,10286,102.307,5.173,0.886,0.974
ID322902,322902,0,10.560,266.927,125.298,0,4918,4918,5,1,-10921639,34.866,4,1,255,3382,73.014,2.000,0.903,0.453
ID322903,322903,2,20.525,251.241,267.517,0,4918,4918,5,1,-10921639,99.856,48,12,255,9686,93.656,5.137,0.832,0.969
ID322905,322905,0,10.566,266.893,125.306,0,4919,4919,5,1,-10921639,34.959,4,1,255,3391,73.051,2.000,0.902,0.454
ID322906,322906,2,21.078,248.858,267.193,0,4919,4919,5,1,-10921639,100.680,49,13,255,9766,94.600,5.124,0.835,0.969
ID322907,322907,1,21.536,369.814,303.443,0,4919,4919,5,1,-10921639,103.835,45,12,255,10072,100.792,5.192,0.880,0.965
ID322908,322908,0,10.589,266.845,125.289,0,4920,4920,5,1,-10921639,35.000,4,1,255,3395,73.168,2.000,0.904,0.454
ID322909,322909,2,20.940,246.625,266.909,0,4920,4920,5,1,-10921639,99.588,47,14,255,9660,95.252,5.060,0.835,0.952
ID322910,322910,1,21.114,369.369,298.534,0,4920,4920,5,1,-10921639,102.072,42,10,255,9901,100.216,5.216,0.879,0.953
ID322916,322916,1,21.235,368.696,293.925,0,4921,4921,5,1,-10921639,99.691,45,12,255,9670,99.372,5.158,0.879,0.939
ID322914,322914,0,10.580,266.855,125.267,0,4921,4921,5,1,-10921639,34.856,4,1,255,3381,73.059,2.000,0.904,0.453
ID322915,322915,2,20.198,244.514,266.543,0,4921,4921,5,1,-10921639,97.701,51,13,255,9477,92.492,5.065,0.830,0.958
ID322912,322912,2,20.812,242.488,266.129,0,4922,4922,5,1,-10921639,99.299,45,13,255,9632,95.131,5.044,0.838,0.952
ID322913,322913,1,21.256,367.896,289.480,0,4922,4922,5,1,-10921639,99.412,35,8,255,9643,100.160,5.134,0.880,0.929
ID322911,322911,0,10.576,266.901,125.222,0,4922,4922,5,1,-10921639,34.763,4,1,255,3372,73.015,2.000,0.906,0.453
ID322917,322917,0,10.588,266.929,125.204,0,4923,4923,5,1,-10921639,34.753,4,1,255,3371,73.221,2.000,0.905,0.451
ID322918,322918,2,20.657,240.584,265.805,0,4923,4923,5,1,-10921639,98.093,47,14,255,9515,94.415,5.044,0.834,0.945
ID322919,322919,1,21.184,366.965,285.378,0,4923,4923,5,1,-10921639,97.454,36,10,255,9453,99.567,5.098,0.878,0.915
ID322920,322920,0,10.588,266.926,125.213,0,4924,4924,5,1,-10921639,34.639,4,1,255,3360,73.373,2.000,0.908,0.449
ID322921,322921,2,20.345,238.699,265.423,0,4924,4924,5,1,-10921639,97.113,46,12,255,9420,92.775,5.143,0.839,0.955
ID322922,322922,1,20.873,365.944,281.569,0,4924,4924,5,1,-10921639,95.041,34,10,255,9219,98.850,5.061,0.880,0.900
ID322928,322928,1,21.055,364.878,278.047,0,4925,4925,5,1,-10921639,95.010,38,10,255,9216,99.345,5.114,0.878,0.894
ID322926,322926,0,10.551,266.900,125.241,0,4925,4925,5,1,-10921639,34.722,4,1,255,3368,73.099,2.000,0.902,0.450
ID322927,322927,2,20.802,236.907,265.046,0,4925,4925,5,1,-10921639,97.608,51,13,255,9468,93.499,5.071,0.839,0.953
ID322924,322924,2,20.700,235.231,264.777,0,4926,4926,5,1,-10921639,97.536,43,13,255,9461,93.873,5.065,0.841,0.949
ID322925,322925,1,20.473,363.681,274.734,0,4926,4926,5,1,-10921639,92.289,38,10,255,8952,97.172,5.048,0.877,0.887
ID322923,322923,0,10.535,266.875,125.282,0,4926,4926,5,1,-10921639,34.598,4,1,255,3356,72.930,2.000,0.908,0.452
ID322932,322932,0,10.574,266.841,125.320,0,4927,4927,5,1,-10921639,34.990,4,1,255,3394,73.214,2.000,0.905,0.454
ID322933,322933,2,20.115,233.516,264.379,0,4927,4927,5,1,-10921639,96.103,47,12,255,9322,92.161,5.097,0.838,0.951
ID322934,322934,1,19.917,362.405,271.776,0,4927,4927,5,1,-10921639,89.371,35,10,255,8669,95.052,5.113,0.871,0.875
ID322929,322929,0,10.612,266.856,125.350,0,4928,4928,5,1,-10921639,35.093,4,1,255,3404,73.405,2.000,0.911,0.456
ID322930,322930,2,20.675,231.914,264.001,0,4928,4928,5,1,-10921639,96.711,52,14,255,9381,93.029,5.052,0.842,0.951
ID322931,322931,1,19.976,361.181,269.146,0,4928,4928,5,1,-10921639,87.639,35,8,255,8501,95.165,5.006,0.873,0.858
ID322936,322936,2,20.283,230.437,263.666,0,4929,4929,5,1,-10921639,96.433,49,12,255,9354,93.057,5.054,0.840,0.946
ID322937,322937,1,19.762,359.945,266.798,0,4929,4929,5,1,-10921639,86.196,33,10,255,8361,94.736,4.994,0.869,0.846
ID322935,322935,0,10.560,266.871,125.357,0,4929,4929,5,1,-10921639,34.856,4,1,255,3381,73.260,2.000,0.909,0.453
ID322940,322940,1,19.604,358.726,264.773,0,4930,4930,5,1,-10921639,85.866,35,10,255,8329,94.949,4.974,0.865,0.839
ID322938,322938,0,10.589,266.877,125.346,0,4930,4930,5,1,-10921639,35.062,4,1,255,3401,73.231,2.000,0.908,0.456
ID322939,322939,2,20.637,228.883,263.153,0,4930,4930,5,1,-10921639,96.773,45,12,255,9387,92.914,5.073,0.841,0.951
ID322941,322941,0,10.574,266.901,125.321,0,4931,4931,5,1,-10921639,34.887,4,1,255,3384,73.162,2.000,0.907,0.453
ID322942,322942,2,20.432,227.497,262.785,0,4931,4931,5,1,-10921639,96.845,45,13,255,9394,94.127,5.050,0.841,0.940
ID322943,322943,1,19.194,357.414,262.970,0,4931,4931,5,1,-10921639,84.299,33,10,255,8177,93.623,4.992,0.862,0.834
ID322944,322944,0,10.584,266.915,125.281,0,4932,4932,5,1,-10921639,34.825,4,1,255,3378,73.088,2.000,0.910,0.454
ID322945,322945,1,18.701,356.211,261.501,0,4932,4932,5,1,-10921639,82.794,34,8,255,8031,90.922,5.020,0.857,0.841
ID322946,322946,2,20.521,226.082,262.273,0,4932,4932,5,1,-10921639,96.639,46,11,255,9374,92.222,5.074,0.841,0.957
ID322952,322952,2,20.727,224.707,261.871,0,4933,4933,5,1,-10921639,97.206,47,13,255,9429,94.920,5.048,0.841,0.935
ID322950,322950,0,10.577,266.927,125.253,0,4933,4933,5,1,-10921639,34.773,4,1,255,3373,73.102,2.000,0.907,0.453
ID322951,322951,1,18.925,355.063,260.302,0,4933,4933,5,1,-10921639,82.979,33,6,255,8049,91.289,4.976,0.855,0.838
ID322948,322948,1,18.480,353.944,259.428,0,4934,4934,5,1,-10921639,82.361,36,7,255,7989,88.829,5.009,0.847,0.850
ID322949,322949,2,20.082,223.461,261.430,0,4934,4934,5,1,-10921639,96.000,48,9,255,9312,92.175,5.080,0.838,0.950
ID322947,322947,0,10.597,266.931,125.235,0,4934,4934,5,1,-10921639,34.804,4,1,255,3376,73.222,2.000,0.904,0.451
ID322953,322953,0,10.572,266.899,125.236,0,4935,4935,5,1,-10921639,34.608,4,1,255,3357,73.242,2.000,0.910,0.450
ID322954,322954,1,19.062,352.843,258.839,0,4935,4935,5,1,-10921639,84.814,37,9,255,8227,91.083,4.970,0.846,0.853
ID322955,322955,2,20.643,222.185,261.025,0,4935,4935,5,1,-10921639,96.680,47,13,255,9378,93.004,5.043,0.840,0.949
ID322956,322956,0,10.573,266.880,125.249,0,4936,4936,5,1,-10921639,34.722,4,1,255,3368,73.047,2.000,0.908,0.452
ID322957,322957,1,18.397,351.699,258.524,0,4936,4936,5,1,-10921639,83.835,37,10,255,8132,90.111,5.008,0.834,0.846
ID322958,322958,2,20.363,220.957,260.663,0,4936,4936,5,1,-10921639,95.959,50,11,255,9308,92.087,5.043,0.837,0.949
ID322960,322960,1,18.001,350.548,258.506,0,4937,4937,5,1,-10921639,82.732,37,7,255,8025,89.383,5.034,0.827,0.838
ID322961,322961,2,20.539,219.821,260.234,0,4937,4937,5,1,-10921639,96.526,43,12,255,9363,92.908,5.079,0.839,0.948
ID322959,322959,0,10.581,266.860,125.276,0,4937,4937,5,1,-10921639,34.845,4,1,255,3380,73.096,2.000,0.905,0.453
ID322964,322964,2,20.669,218.695,259.917,0,4938,4938,5,1,-10921639,96.732,47,13,255,9383,94.351,5.044,0.841,0.937
ID322962,322962,0,10.626,266.831,125.313,0,4938,4938,5,1,-10921639,35.072,4,1,255,3402,73.454,2.000,0.909,0.455
ID322963,322963,1,18.299,349.454,258.725,0,4938,4938,5,1,-10921639,82.165,35,8,255,7970,90.703,4.968,0.819,0.816
ID322965,322965,0,10.633,266.817,125.350,0,4939,4939,5,1,-10921639,35.237,4,2,255,3418,73.685,2.000,0.908,0.455
ID322966,322966,1,18.302,348.394,259.296,0,4939,4939,5,1,-10921639,81.485,32,7,255,7904,90.623,4.968,0.822,0.811
ID322967,322967,2,20.182,217.642,259.599,0,4939,4939,5,1,-10921639,95.454,48,10,255,9259,92.735,5.047,0.839,0.939
ID322968,322968,0,10.653,266.822,125.354,0,4940,4940,5,1,-10921639,35.278,4,1,255,3422,73.724,2.000,0.908,0.456
ID322969,322969,2,20.421,216.637,259.180,0,4940,4940,5,1,-10921639,95.835,43,13,255,9296,93.033,5.070,0.842,0.942
ID322970,322970,1,18.644,347.352,260.112,0,4940,4940,5,1,-10921639,82.567,35,9,255,8009,91.603,4.947,0.825,0.815
ID322972,322972,2,20.565,215.705,258.854,0,4941,4941,5,1,-10921639,96.082,47,12,255,9320,94.236,5.040,0.841,0.932
ID322973,322973,1,18.706,346.338,261.216,0,4941,4941,5,1,-10921639,82.938,33,7,255,8045,91.937,4.963,0.829,0.818
ID322971,322971,0,10.646,266.831,125.367,0,4941,4941,5,1,-10921639,35.247,4,1,255,3419,73.737,2.000,0.908,0.455
ID322976,322976,1,18.822,345.358,262.722,0,4942,4942,5,1,-10921639,83.608,35,9,255,8110,91.927,4.961,0.833,0.827
ID322974,322974,0,10.626,266.846,125.349,0,4942,4942,5,1,-10921639,35.144,4,1,255,3409,73.484,2.000,0.909,0.456
ID322975,322975,2,20.042,214.820,258.518,0,4942,4942,5,1,-10921639,94.660,49,10,255,9182,91.711,5.043,0.839,0.942
ID322977,322977,0,10.598,266.868,125.334,0,4943,4943,5,1,-10921639,34.887,4,1,255,3384,73.332,2.000,0.914,0.454
ID322978,322978,2,20.402,214.020,258.099,0,4943,4943,5,1,-10921639,94.691,45,11,255,9185,92.212,5.027,0.840,0.938
ID322979,322979,1,19.069,344.415,264.402,0,4943,4943,5,1,-10921639,85.763,35,8,255,8319,93.511,5.057,0.838,0.836
ID322980,322980,0,10.618,266.874,125.303,0,4944,4944,5,1,-10921639,35.041,4,1,255,3399,73.305,2.000,0.907,0.455
ID322981,322981,2,20.310,213.271,257.844,0,4944,4944,5,1,-10921639,94.948,48,13,255,9210,92.143,5.028,0.839,0.940
ID322982,322982,1,19.270,343.497,266.431,0,4944,4944,5,1,-10921639,87.619,36,8,255,8499,93.780,5.093,0.843,0.854
ID322984,322984,2,19.899,212.594,257.532,0,4945,4945,5,1,-10921639,94.082,47,10,255,9126,92.267,5.045,0.839,0.930
ID322985,322985,1,19.749,342.544,268.675,0,4945,4945,5,1,-10921639,90.619,41,10,255,8790,93.782,5.164,0.852,0.889
ID322983,322983,0,10.580,266.872,125.288,0,4945,4945,5,1,-10921639,34.722,4,1,255,3368,73.101,2.000,0.911,0.453
ID322988,322988,1,20.002,341.594,271.280,0,4946,4946,5,1,-10921639,91.732,41,11,255,8898,93.900,5.028,0.855,0.900
ID322986,322986,0,10.624,266.880,125.260,0,4946,4946,5,1,-10921639,34.887,4,1,255,3384,73.183,2.000,0.910,0.454
ID322987,322987,2,20.303,212.021,257.195,0,4946,4946,5,1,-10921639,94.320,42,10,255,9149,91.752,5.037,0.842,0.940
ID322989,322989,0,10.594,266.896,125.246,0,4947,4947,5,1,-10921639,34.814,4,1,255,3377,73.191,2.000,0.904,0.452
ID322990,322990,2,20.278,211.514,257.008,0,4947,4947,5,1,-10921639,95.113,44,14,255,9226,93.580,5.042,0.838,0.927
ID322991,322991,1,20.114,340.550,274.115,0,4947,4947,5,1,-10921639,92.876,44,10,255,9009,93.060,5.085,0.858,0.922
ID322992,322992,0,10.582,266.893,125.239,0,4948,4948,5,1,-10921639,34.670,4,1,255,3363,73.040,2.000,0.914,0.453
ID322993,322993,2,20.253,211.072,256.865,0,4948,4948,5,1,-10921639,93.649,49,12,255,9084,92.034,5.006,0.840,0.929
ID322994,322994,1,20.379,339.474,277.233,0,4948,4948,5,1,-10921639,94.918,41,10,255,9207,94.896,5.140,0.857,0.923
ID323000,323000,1,20.689,338.337,280.575,0,4949,4949,5,1,-10921639,96.866,44,8,255,9396,96.710,5.033,0.856,0.924
ID322998,322998,0,10.614,266.869,125.253,0,4949,4949,5,1,-10921639,34.835,4,1,255,3379,73.264,2.000,0.910,0.453
ID322999,322999,2,20.239,210.755,256.735,0,4949,4949,5,1,-10921639,94.485,48,11,255,9165,92.866,5.017,0.839,0.928
ID322996,322996,2,20.029,210.529,256.643,0,4950,4950,5,1,-10921639,94.536,49,13,255,9170,93.101,5.033,0.837,0.925
ID322997,322997,1,21.419,337.140,284.138,0,4950,4950,5,1,-10921639,100.021,42,12,255,9702,99.070,5.154,0.860,0.934
